  6.666666666666665E-003 , -0.640000000000000     
  6.666666666666665E-003 , -0.600000000000000     
  6.666666666666665E-003 , -0.560000000000000     
  6.666666666666665E-003 , -0.520000000000000     
  6.666666666666665E-003 , -0.480000000000000     
  6.666666666666665E-003 , -0.440000000000000     
  6.666666666666665E-003 , -0.400000000000000     
  6.666666666666665E-003 , -0.360000000000000     
  6.666666666666665E-003 , -0.320000000000000     
  6.666666666666665E-003 , -0.280000000000000     
  6.666666666666665E-003 , -0.240000000000000     
  6.666666666666665E-003 , -0.200000000000000     
  6.666666666666665E-003 , -0.160000000000000     
  6.666666666666665E-003 , -0.120000000000000     
  6.666666666666665E-003 , -7.999999999999996E-002
  6.666666666666665E-003 , -4.000000000000004E-002
  6.666666666666665E-003 ,  0.000000000000000E+000
  6.666666666666665E-003 ,  4.000000000000004E-002
  6.666666666666665E-003 ,  8.000000000000007E-002
  6.666666666666665E-003 ,  0.120000000000000     
  6.666666666666665E-003 ,  0.160000000000000     
  6.666666666666665E-003 ,  0.200000000000000     
  6.666666666666665E-003 ,  0.240000000000000     
  6.666666666666665E-003 ,  0.280000000000000     
  6.666666666666665E-003 ,  0.320000000000000     
  6.666666666666665E-003 ,  0.360000000000000     
  6.666666666666665E-003 ,  0.400000000000000     
  6.666666666666665E-003 ,  0.440000000000000     
  6.666666666666665E-003 ,  0.480000000000000     
  6.666666666666665E-003 ,  0.520000000000000     
  6.666666666666665E-003 ,  0.560000000000000     
  6.666666666666665E-003 ,  0.600000000000000     
  6.666666666666665E-003 ,  0.640000000000000     
  1.333333333333333E-002 , -0.640000000000000     
  1.333333333333333E-002 , -0.600000000000000     
  1.333333333333333E-002 , -0.560000000000000     
  1.333333333333333E-002 , -0.520000000000000     
  1.333333333333333E-002 , -0.480000000000000     
  1.333333333333333E-002 , -0.440000000000000     
  1.333333333333333E-002 , -0.400000000000000     
  1.333333333333333E-002 , -0.360000000000000     
  1.333333333333333E-002 , -0.320000000000000     
  1.333333333333333E-002 , -0.280000000000000     
  1.333333333333333E-002 , -0.240000000000000     
  1.333333333333333E-002 , -0.200000000000000     
  1.333333333333333E-002 , -0.160000000000000     
  1.333333333333333E-002 , -0.120000000000000     
  1.333333333333333E-002 , -7.999999999999996E-002
  1.333333333333333E-002 , -4.000000000000004E-002
  1.333333333333333E-002 ,  0.000000000000000E+000
