
2 , 65.492082
4 , 34.018491
6 , 22.357156
8 , 16.608713
10, 14.886010
12, 13.902809
14, 13.274061
16, 11.202053
18, 12.887140
20, 11.226540
22, 13.472925
24, 14.358628
26, 14.782297
28, 10.759984
30, 13.102258
32, 13.867939
34, 10.162544
36, 10.953155
38, 11.423245
40, 12.320996
42, 12.931556
44, 10.718803
46, 12.222403
48, 11.093166
50,  7.398263
52,  7.718157
54,  7.831670
56,  8.330007
58,  7.048057
60,  6.005775
62,  4.462396
64,  4.222220
