2 ,129.100722
4 , 30.556103
6 , 14.788065
8 , 10.764145
10,  8.724713
12,  7.501369
14,  6.710683
16,  6.057776
18,  5.693860
20,  5.456267
22,  5.213327
24,  5.080042
26,  4.959069
28,  4.789267
30,  4.733530
32,  4.517200
34,  4.473072
36,  4.437166
38,  4.295627
40,  4.156007
42,  4.130418
44,  4.074300
46,  4.027667
48,  3.932932
50,  4.544559
52,  3.801430
54,  3.751587
56,  3.678383
58,  3.722213
60,  3.620707
62,  3.927163
64,  3.522840

